"r_number","name","country","formation","system","series","intervall","max_ma","min_ma","time_slice_text","reliabilit","subsurface_text","type_text","thickness_text","m_thick","width_text","m_width","extension_text","m_ext","ext_belt","belonging","tropical_text","environment_text","subenvironment_text","bathymetry_text","biota_main_t","biota_sec_text","biota_deta_text","alg_type_text","p_lmc","p_arag","p_hmc","upwell_text","control_text","diversity_text","m_spec","guild_text","macro_bor_text","micro_bor_text","vert_zonat_text","hor_zonat_text","micrite_text","sparite_text","debris_text","dolomite_text","reservoir_text","latit","longit","collection","pal_lat_scotese","pal_long_scotese"
"1048","Kolyvan-Tomsk Trough IV","Russia","","Devonian","Upper Devonian","Frasnian","382.70","372.20","Givetian - early Famennian","2","Seismic data available","Reef mound","","","","","","","1600","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","","Corals","Corals","Corals only","","100","0","0","no","no","","","","","","","","","","","","No or unknown reservoir potential","58.5","85","","29.2947","16.0523"
"4313","GL1, Tazhong (Katake) Uplift, central Tarim","China","Penglaiba","Ordovician","Lower Ordovician","lower Ordovician","485.40","470.00","late Early - early Middle Ordovician","1","Seismic data available","True reef","101-500 m thick","","More than 1000 m wide","","More than 1000 m","","","","Tropical or unknown","Shelf or Platform margin","Shallow intra-platform","Below storm wave base","Algae","Bryozoans","Corals - bryozoans - (algae) - (bivalves)","","","","","","","6 to 24 reef building species","7","","","","","","30-60% micrite","","Medium production of reefal debris","Present","Actual reservoir","38.94","85","","-24.5747","129.302"
"1034","Kolyvan-Tomsk Trough III","Russia","","Devonian","Middle Devonian","Givetian","387.70","382.70","Givetian - early Famennian","2","Outcropping reef","","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","","","","","","","","","","","","No or unknown reservoir potential","59","85.0833","","28.4923","14.7128"
"2865","Salair-Altai, W Siberia","Russia","","Devonian","Middle Devonian","Eifelian","393.30","387.70","late Pragian - Eifelian","2","Outcropping reef","True reef","","","","","More than 1000 m","","400","2548","Tropical or unknown","Intrashelf/ Intraplatform","Unknown","","Stromatoporoids","Corals","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","40","0","60","no","no","25 or more reef building species","","","","","","","","","","","No or unknown reservoir potential","53","85.3333","81054","31.5336","19.8239"
"4030","Godavari quarry","Nepal","Chandragiri","Ordovician","Upper Ordovician","Upper Ordovician","458.40","443.40","Darriwilian - Ashgillian","1","Outcropping reef","Mud mound or bank","10 to 100 m thick","35","10 - 100 m wide","","10 - 100 m","","","","Tropical or unknown","Ramp or Slope","Upper slope or inner ramp","Below fair weather wave base","Microbes","Algae","Algae - microbes - (encrusting forams) - (rare songes)","Green algae","0","60","40","no","no","Less than 6 reef building species","4","Binder guild","","","Low zonation","Medium zonation","More than 60% micrite","10-25% sparite","Low production of reefal debris","","No or unknown reservoir potential","27.59","85.389722","118944","-17.1778","156.444"
"3888","Solomino, Kemerovo","Russia","Glubokaya","Devonian","Upper Devonian","upper Frasnian","382.70","372.20","Givetian - early Famennian","3","Outcropping reef","True reef","101-500 m thick","","101-1000 m wide","","More than 1000 m","","","1057","Tropical or unknown","Shelf or Platform margin","Unknown","","Stromatoporoids","Corals","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","","","","no","no","","","","","","","","30-60% micrite","","","","No or unknown reservoir potential","55.3","85.4833","84378","30.9728","19.2178"
"1057","Kemerovo, Kuznesk Basin, Siberia","Russia","Zarubino","Devonian","Upper Devonian","lower Frasnian","382.70","372.20","Givetian - early Famennian","3","Outcropping reef","True reef","","","","","","","1600","1048","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","100","0","0","no","no","","","","","","","","","","","","No or unknown reservoir potential","55.5","85.5","84374","30.8928","19.0038"
"2540","Salair Range, Siberia","Russia","Malobachat","Devonian","Lower Devonian","Pragian","410.80","407.60","middle Pridolian - middle Pragian","2","Outcropping reef","","10 to 100 m thick","100","","","","","","","Tropical or unknown","Intrashelf/ Intraplatform","Unknown","","Microbes","Corals","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","","","","","","","","","","","","No or unknown reservoir potential","54.25","85.5","84388","31.1637","14.1413"
"3883","Glubokaya River, Kuznesk Basin, Siberia","Russia","Glubokaya","Devonian","Upper Devonian","upper Frasnian","382.70","372.20","Givetian - early Famennian","3","Outcropping reef","True reef","101-500 m thick","400","101-1000 m wide","","More than 1000 m","","","1057","Tropical or unknown","Shelf or Platform margin","Unknown","","Stromatoporoids","Corals","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","","","","no","no","","","","","","","","30-60% micrite","","","","No or unknown reservoir potential","55.5167","85.7","84380","30.9869","18.9276"
"2548","Malosalair, Gurev, Siberia","Russia","","Devonian","Middle Devonian","upper Eifelian","393.30","387.70","late Pragian - Eifelian","3","Outcropping reef","True reef","101-500 m thick","400","","","More than 1000 m","1500","400","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","","","","","","","","","","","","No or unknown reservoir potential","54.2833","85.9167","","31.1135","18.3478"
"2555","Tom River, Kemerovo","Russia","Peshcherka","Devonian","Upper Devonian","lower Famennian","372.20","358.90","Givetian - early Famennian","3","Outcropping reef","True reef","10 to 100 m thick","","","","10 - 100 m","","60","","Tropical or unknown","","Unknown","","Microbes","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","100","0","0","no","no","6 to 24 reef building species","7","Binder guild","","","","","","","","","No or unknown reservoir potential","55.5833","85.9167","84376","31.5113","20.432"
"3885","Gur-evsk area, Telengitian","Russia","Shanda","Devonian","Lower Devonian","Emsian","407.60","393.30","late Pragian - Eifelian","2","Outcropping reef","True reef","10 to 100 m thick","","","","","","","","Tropical or unknown","Shelf or Platform margin","Unknown","Above fair weather wave base","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","70","0","30","no","no","","","","","","","","","","","","No or unknown reservoir potential","54.2833","85.9333","35716","30.5735","17.0369"
"2779","Chingiz","Kazakhstan","Bestamak","Ordovician","Middle Ordovician","Darriwilian","467.30","458.40","Darriwilian - Ashgillian","1","Outcropping reef","Reef mound","10 to 100 m thick","","","","More than 1000 m","","100","","Tropical or unknown","Shelf or Platform margin","Atoll (circular structure)","","Algae","Algae","","Green algae","0","80","20","no","no","","","","","","","","","","","","No or unknown reservoir potential","49.2","85.95","","11.3221","29.1193"
"1037","Anzhero-Sudzhenska","Russia","","Devonian","Middle Devonian","Givetian","387.70","382.70","Givetian - early Famennian","2","Outcropping reef","Reef mound","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","","","","","","","","","","","","No or unknown reservoir potential","56.1667","86","84386","30.4153","17.1684"
"2521","Gornoi Altai Mts., Siberia","Russia","","Silurian","Upper Silurian","Pridolian-Lochkovian","423.00","410.80","middle Pridolian - middle Pragian","2","Outcropping reef","","","","","","More than 1000 m","3000","500","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","","","","","","","","","","","","No or unknown reservoir potential","50","86","","35.731","13.4142"
"3889","Bolshoy Bachat River, Belovo, Kemerov","Russia","Safonovski","Devonian","Middle Devonian","Givetian","387.70","382.70","Givetian - early Famennian","2","Outcropping reef","True reef","101-500 m thick","100","10 - 100 m wide","","More than 100 m","","","","Tropical or unknown","","Unknown","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","","","","","","","","","","","","No or unknown reservoir potential","54.3","86.2333","84384","31.5053","18.9424"
"3880","Yaya River","Russia","Vassino","Devonian","Upper Devonian","Frasnian","382.70","372.20","Givetian - early Famennian","2","Outcropping reef","Biostrome","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Corals","Corals only","","","","","no","no","","","","","","","","","","","","No or unknown reservoir potential","56.2","86.4333","84371","31.0425","17.9992"
"1832","Sukharikha River, Igarka, Siberia","Russia","Krasnoporog","Cambrian","Lower Cambrian","upper Tommotian","529.00","521.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","Biostrome","Less than 10 m thick","2","","","Less than 20 m","","40","","Tropical or unknown","Shelf or Platform margin","Unknown","Above fair weather wave base","Archaeocyaths","Microbes","Archaeocyaths - microbes","","0","0","100","no","no","6 to 24 reef building species","","Baffler guild","","","","","More than 60% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","67.5","86.5","80841","-24.1709","0.582309"
"3890","Gladkiy Kamen, Tom-Chumysh River","Russia","Shandinsk","Devonian","Middle Devonian","Eifelian","393.30","387.70","late Pragian - Eifelian","2","Outcropping reef","","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","","","","no","no","6 to 24 reef building species","7","","","","","","","","","","No or unknown reservoir potential","53.5667","86.6167","84387","31.8579","18.7696"
"1038","N-Kuznesk Basin","Russia","","Devonian","Middle Devonian","Givetian","387.70","382.70","Givetian - early Famennian","2","Outcropping reef","","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","","","","","","","","","","","","No or unknown reservoir potential","55.1667","87","","31.4249","17.8053"
"3756","Sukharikha River, Siberia","Russia","Krasnoporog","Cambrian","Lower Cambrian","Atdabanian","521.00","514.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","Reef mound","Less than 10 m thick","","Less than 10 m wide","","Less than 20 m","","","","Tropical or unknown","Intrashelf/ Intraplatform","Unknown","Above fair weather wave base","Microbes","Archaeocyaths","Archaeocyaths - microbes","","0","0","100","no","no","6 to 24 reef building species","","","","","","","30-60% micrite","","","","No or unknown reservoir potential","67.2167","87.0333","80843","-21.2811","-0.496564"
"3879","Krasnoye Ozero, Tom River","Russia","","Devonian","Upper Devonian","lower Frasnian","382.70","372.20","Givetian - early Famennian","3","Outcropping reef","Reef mound","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Corals","","","","","","no","no","","","","","","","","","","","","No or unknown reservoir potential","54.9333","87.0833","84370","31.9548","19.1164"
"4141","Eastern Tianshan, Xinjiang","China","Qijiagou","Carboniferous","Upper Carboniferous","Moscovian","315.20","307.00","Bashkirian - Kasimovian","3","Outcropping reef","Reef mound","","","","","","","","","Tropical or unknown","","","","Bryozoans","Algae","Bryozoans - microbes - (algae) - (crinoids)","","","","","","","Less than 6 reef building species","3","","","","","","","","","","No or unknown reservoir potential","43.49","87.36","","38.4762","65.1336"
"2158","W-Bengal Basin III","India","","Paleogene","Eocene","Eocene","56.00","33.90","Lutetian - Bartonian","1","Seismic data available","True reef","101-500 m thick","","","","More than 1000 m","","600","2115","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","","","","","","","","no","no","","","","","","","","","","High production of reefal debris","","Actual reservoir","20.4167","87.4167","","4.74991","89.416"
"2368","Nyalam, Tibet","China","","Jurassic","Lower Jurassic","Pliensbachian","190.80","182.70","late Hettangian - early Aalenian","2","Outcropping reef","Reef mound","","","","","","","","","Tropical or unknown","","Unknown","","Non-rudist bivalves","Non-rudist bivalves","Non-rudist bivalves only","","10","90","0","no","no","Less than 6 reef building species","","Baffler guild","","","","","","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","28.3333","87.5","","-32.3962","46.0899"
"2798","Sukharikha River, Igarka, Siberia","Russia","Sukharikha","Cambrian","Lower Cambrian","Nemakit-Daldynian","541.00","529.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","True reef","10 to 100 m thick","","","","10 - 100 m","","20","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Microbes","Microbes","Microbes/stromatolites  - (cements) - (worm tubes)","","","","","no","no","6 to 24 reef building species","6","Binder guild","","","","","","","Low production of reefal debris","Present","No or unknown reservoir potential","67.25","87.75","80839","-26.9972","2.00554"
"2799","Sukharikha River, Igarka, Siberia","Russia","Sukharikha","Cambrian","Lower Cambrian","lower Tommotian","529.00","521.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","Reef mound","Less than 10 m thick","","","","Less than 20 m","","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Microbes","Microbes","Microbes/stromatolites  - (cements) - (worm tubes)","","","","","no","no","Less than 6 reef building species","","Binder guild","","","Low zonation","Low zonation","","","Low production of reefal debris","","No or unknown reservoir potential","67.25","87.75","80840","-23.7028","0.283547"
"2157","W-Bengal Basin II","India","","Paleogene","Eocene","Eocene","56.00","33.90","Lutetian - Bartonian","1","Seismic data available","True reef","101-500 m thick","","","","More than 1000 m","","600","2115","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","","","","","","","","no","no","","","","","","","","","","High production of reefal debris","","Actual reservoir","21","87.8333","","-1.22084","78.6635"
"1629","Shipukhin, Altai Mts.","Russia","","Devonian","Lower Devonian","Emsian?","407.60","393.30","late Pragian - Eifelian","1","Outcropping reef","True reef","101-500 m thick","","","","More than 1000 m","","3","","Tropical or unknown","Shelf or Platform margin","Atoll (circular structure)","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","50","20","30","no","no","6 to 24 reef building species","","Constructor guild","","","","","","","Medium production of reefal debris","","No or unknown reservoir potential","49","88","","34.955","20.8657"
"2115","W-Bengal Basin","India","","Paleogene","Eocene","Eocene","56.00","33.90","Lutetian - Bartonian","1","Seismic data available","","101-500 m thick","","","","More than 1000 m","","600","","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","","","","","","","","no","no","","","","","","","","","","High production of reefal debris","","Actual reservoir","21.4167","88","","-0.854363","78.9155"
"2012","Kiya River Section, Siberia","Russia","Ust'kundat-Usa","Cambrian","Lower Cambrian","Atdabanian","521.00","514.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","Reef mound","10 to 100 m thick","16","","","10 - 100 m","","5","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Microbes","Archaeocyaths","Archaeocyaths - microbes","","0","0","100","no","no","25 or more reef building species","134","Binder guild","","","","","30-60% micrite","10-25% sparite","Low production of reefal debris","","No or unknown reservoir potential","55.5167","88.0167","56741","-11.4002","6.06114"
"3250","Kiya River Section, Siberia","Russia","Usa","Cambrian","Lower Cambrian","Botomian-Toyonian","514.00","509.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","Reef mound","10 to 100 m thick","16","","","10 - 100 m","","5","","Tropical or unknown","Intrashelf/ Intraplatform","Marginal marine - coastal -  siliciclastic shelf","Above fair weather wave base","Microbes","Archaeocyaths","Archaeocyaths - microbes","","0","0","100","no","no","25 or more reef building species","94","Binder guild","","","","","30-60% micrite","10-25% sparite","Low production of reefal debris","","No or unknown reservoir potential","55.5167","88.0167","56760","-9.67703","7.65428"
"3401","Kiya River Section, Siberia","Russia","Ust'kundat","Cambrian","Lower Cambrian","Tommotian","529.00","521.00","Nemakit/Daldynian - Toyonian","2","Outcropping reef","Reef mound","10 to 100 m thick","16","","","10 - 100 m","","5","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Microbes","Archaeocyaths","Archaeocyaths - microbes","","0","0","100","no","no","6 to 24 reef building species","6","","","","","","30-60% micrite","10-25% sparite","Low production of reefal debris","","No or unknown reservoir potential","55.5167","88.0167","56740","-13.533","6.47143"
"1004","Noril-sk, Siberia","Russia","","Silurian","Llandovery","Llandovery","443.40","433.40","Rhuddanian-Telychian","2","Outcropping reef","","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Corals","Corals only","","100","0","0","no","no","","","","","","","","","","","","No or unknown reservoir potential","69.35","88.0333","","11.1389","9.75528"
"1045","Norilsk, Siberia","Russia","","Devonian","Middle Devonian","Givetian","387.70","382.70","Givetian - early Famennian","2","Outcropping reef","","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","","","","","","","","","","","","No or unknown reservoir potential","69.35","88.0333","","23.4528","4.55148"
"1015","Noril-sk, Siberia","Russia","","Silurian","Wenlock","Wenlock","433.40","427.40","Wenlock - early Pridoli","2","Outcropping reef","","","","","","","","","","Tropical or unknown","","Unknown","","Stromatoporoids","Corals","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","40","0","60","no","no","","","","","","","","","","","","No or unknown reservoir potential","69.25","88.5","","18.1174","0.596938"
"1058","Kondoma River, Kuznezsk","Russia","","Devonian","Upper Devonian","Frasnian","382.70","372.20","Givetian - early Famennian","2","Outcropping reef","","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Corals","Corals only","","100","0","0","no","no","","","","","","","","","","","","No or unknown reservoir potential","53.25","88.5","","33.4744","20.4261"
"3138","Yidaoliang, Kulun, Xinjiang","China","Chadeltaq-Qingshishan","Permian","Middle Permian","Qixiaan-Maokouan","272.30","259.80","Roadian - Changhsingian","2","Outcropping reef","True reef","101-500 m thick","150","More than 1000 m wide","25000","More than 1000 m","","225","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Calcisponges","Microbes","Tubiphytes - algae - cyanophyceans - (bryozoans) - (sponges)","","20","80","0","no","no","25 or more reef building species","","Constructor guild","","","Medium zonation","Medium zonation","Less than 30% micrite","10-25% sparite","","","No or unknown reservoir potential","36.8667","88.5833","","25.5778","77.0752"
"535","Shentza Dzong, Tibet","China","","Jurassic","Middle Jurassic","Middle Jurassic","174.10","163.50","middle Aalenian - middle Bathonian","1","Outcropping reef","Biostrome","Less than 10 m thick","","","","More than 100 m","","","","Tropical or unknown","Intrashelf/ Intraplatform","Unknown","Above fair weather wave base","Corals","Non-rudist bivalves","Corals - bivalves - (stromatoporoids)","","40","60","0","no","no","6 to 24 reef building species","","Baffler guild","Present","","","","30-60% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","30.9333","88.6667","","12.7168","85.1628"
"3136","Qingshishan, Kulun, Xinjiang","China","Chadeltaq-Qingshishan","Permian","Middle Permian","Qixiaan-Maokouan","272.30","259.80","Roadian - Changhsingian","2","Outcropping reef","True reef","101-500 m thick","150","More than 1000 m wide","25000","More than 1000 m","","125","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Calcisponges","Microbes","Tubiphytes - algae - cyanophyceans - (bryozoans) - (sponges)","","0","100","0","no","no","25 or more reef building species","","Constructor guild","","","Medium zonation","Medium zonation","30-60% micrite","10-25% sparite","","","No or unknown reservoir potential","37.0667","88.9167","","25.5464","77.4428"
"3786","Kizas River, Western Sayan, Khakasiya","Russia","Upper Monok","Cambrian","Lower Cambrian","Botomian","514.00","509.00","Nemakit/Daldynian - Toyonian","2","Outcropping reef","Reef mound","10 to 100 m thick","","10 - 100 m wide","","10 - 100 m","","","","Tropical or unknown","Intrashelf/ Intraplatform","Marginal marine - coastal -  siliciclastic shelf","Above fair weather wave base","Archaeocyaths","Microbes","Archaeocyaths - microbes","","0","0","100","no","no","25 or more reef building species","36","Binder guild","","","","","","","","","No or unknown reservoir potential","52.25","89.0333","81448","-6.65109","9.03719"
"3787","Kandat River, Western Sayan, Khakasiya","Russia","Chekhan","Cambrian","Lower Cambrian","Toyonian","514.00","509.00","Nemakit/Daldynian - Toyonian","3","Outcropping reef","","","","","","","","","","Tropical or unknown","","Unknown","","Archaeocyaths","Archaeocyaths","","","0","0","100","no","no","","","","","","","","","","","","No or unknown reservoir potential","52.5","89.3333","81461","-6.75527","8.74331"
"533","Panko, Tibet","China","","Jurassic","Middle Jurassic","Middle Jurassic","174.10","163.50","middle Aalenian - middle Bathonian","1","Outcropping reef","Biostrome","Less than 10 m thick","","","","More than 100 m","","","","Tropical or unknown","Intrashelf/ Intraplatform","Unknown","Above fair weather wave base","Corals","Non-rudist bivalves","Corals - bivalves - (stromatoporoids)","","40","60","0","no","no","6 to 24 reef building species","","Baffler guild","Present","","","","30-60% micrite","Less than 10% sparite","Medium production of reefal debris","","No or unknown reservoir potential","31.75","89.5","","13.3869","85.6973"
"3403","Central Bangladesh","Bangladesh","Sylhet","Paleogene","Eocene","Middle Eocene","47.80","38.00","Lutetian - Bartonian","2","Seismic data available","","","","","","More than 1000 m","","600","2115","Tropical or unknown","Shelf or Platform margin","Margin of deep basins (shelf margin)","Above fair weather wave base","","","","","","","","no","no","","","","","","","","","","","","Potential reservoir","24","89.5","0","3.2137","81.2642"
"3134","Qieditaq Mts., Kulun, Xinjiang","China","Aqikkule","Permian","Lower Permian","Longlinian","295.00","290.10","Sakmarian - Kungurian","2","Outcropping reef","Reef mound","10 to 100 m thick","","101-1000 m wide","","More than 100 m","","300","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Tubiphytes","Microbes","Tubiphytes - algae - cyanophyceans - (bryozoans) - (sponges)","","20","0","80","no","no","6 to 24 reef building species","","Binder guild","","","Medium zonation","Medium zonation","Less than 30% micrite","10-25% sparite","","","No or unknown reservoir potential","36.75","89.55","","19.0198","70.757"
"1005","Bakhta River, Siberia","Russia","","Silurian","Llandovery","Llandovery","443.40","433.40","Rhuddanian-Telychian","2","Outcropping reef","","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Corals","Corals only","","100","0","0","no","no","","","","","","","","","","","","No or unknown reservoir potential","63.5","89.5833","","16.241","12.7696"
"3687","W-Sayan Range, Siberia","Russia","Aktash","Silurian","Llandovery","Llandovery","443.40","433.40","Rhuddanian-Telychian","2","Outcropping reef","Reef mound","Less than 10 m thick","2","10 - 100 m wide","","10 - 100 m","200","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","Above fair weather wave base","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","25 or more reef building species","28","Constructor guild","","","","","30-60% micrite","","","","No or unknown reservoir potential","51.5833","89.6667","78710","25.8118","20.3896"
"1010","W-Sayan Range, Siberia","Russia","Aktash","Silurian","Llandovery","Llandovery","443.40","433.40","Rhuddanian-Telychian","2","Outcropping reef","Reef mound","Less than 10 m thick","5","Less than 10 m wide","","Less than 20 m","","","","Tropical or unknown","","Unknown","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","70","10","20","no","no","6 to 24 reef building species","6","","","","","","30-60% micrite","","","","No or unknown reservoir potential","51.75","90","78709","25.8079","20.0946"
"3140","Arkatag Mts., Kulun, Xinjiang","China","Qingshishan","Permian","Middle Permian","upper Maokoan","265.10","265.10","Roadian - Changhsingian","3","Outcropping reef","Mud mound or bank","10 to 100 m thick","","10 - 100 m wide","","More than 100 m","","","","Tropical or unknown","Ramp or Slope","Upper slope or inner ramp","Below fair weather wave base","Tubiphytes","Calcisponges","","","","","","no","no","","","","","","","","More than 60% micrite","Less than 10% sparite","","","No or unknown reservoir potential","36.5","90","","24.7761","77.3609"
"3928","Baingoin region, Tibet","China","Pakong","Jurassic","Upper Jurassic","Oxfordian/Kimmeridgian","157.30","157.30","late Bathonian - early Tithonian","2","Outcropping reef","True reef","10 to 100 m thick","","10 - 100 m wide","","More than 100 m","","","","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Corals","Corals","","","","","","no","no","25 or more reef building species","21","Constructor guild","Present","","","","","","","","No or unknown reservoir potential","31.3333","90.15","80571","14.5962","85.594"
"3137","Karva, Kulun, Xinjiang","China","Chadeltaq-Qingshishan","Permian","Middle Permian","Qixiaan-Maokouan","272.30","259.80","Roadian - Changhsingian","2","Outcropping reef","True reef","101-500 m thick","150","More than 1000 m wide","25000","More than 1000 m","","125","3136","Tropical or unknown","Shelf or Platform margin","Margin of shallow basins (platform margin)","Above fair weather wave base","Calcisponges","Microbes","Tubiphytes - algae - cyanophyceans - (bryozoans) - (sponges)","","0","100","0","no","no","","","Constructor guild","","","Medium zonation","Medium zonation","Less than 30% micrite","10-25% sparite","","","No or unknown reservoir potential","36.6667","90.25","","24.5353","78.0221"
"3785","Malyy Karakol River, Western Sayan, Khakasiya","Russia","Upper Monok","Cambrian","Lower Cambrian","Botomian","514.00","509.00","Nemakit/Daldynian - Toyonian","2","Outcropping reef","Reef mound","10 to 100 m thick","","10 - 100 m wide","","10 - 100 m","","","","Tropical or unknown","Intrashelf/ Intraplatform","Marginal marine - coastal -  siliciclastic shelf","Above fair weather wave base","Microbes","Archaeocyaths","Archaeocyaths - microbes","","0","0","100","no","no","25 or more reef building species","39","Binder guild","","","","","","","","","No or unknown reservoir potential","52.8333","90.2667","81443","-6.71852","8.08289"
"3688","Belogorsk, Western Sayan Range","Russia","Belogorsk","Silurian","Lower Silurian","Wenlock","433.40","427.40","Wenlock - early Pridoli","2","Outcropping reef","Reef mound","","","","","","","","","Tropical or unknown","","Unknown","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","25 or more reef building species","26","","","","","","","","","","No or unknown reservoir potential","51.6333","90.3","78713","32.9332","11.254"
"3690","Stoktysh, Western Sayan Range","Russia","Stoktysh","Silurian","Lower Silurian","Wenlock","433.40","427.40","Wenlock - early Pridoli","2","Outcropping reef","Reef mound","Less than 10 m thick","","Less than 10 m wide","","Less than 20 m","","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","6 to 24 reef building species","8","","","","","","","","","","No or unknown reservoir potential","51.6333","90.3","78717","32.9332","11.254"
"3691","Taslaysk, Western Sayan Range","Russia","Taslaysk","Silurian","Lower Silurian","Wenlock","433.40","427.40","Wenlock - early Pridoli","2","Outcropping reef","Reef mound","Less than 10 m thick","1","Less than 10 m wide","","Less than 20 m","3","","","Tropical or unknown","Intrashelf/ Intraplatform","Shallow intra-platform","","Corals","Stromatoporoids","Stromatoporoids - rugose/tabulate corals - microbes - (bryozoans) - (algae) - (echinoderms)","","60","0","40","no","no","6 to 24 reef building species","6","","","","","","","","","","No or unknown reservoir potential","51.6333","90.3","78718","32.9332","11.254"
